ID,Title,Published At,Category,Default Audio Language,Duration,Definition,Caption,Licensed,Views,Likes,Dislikes,Favorites,Comments,Description
RnCs2p9-4FU,愛因斯坦的大腦被偷走！？你所不知道的愛因斯坦：愛穿老婆的涼鞋，歧視亞洲人，還差點成為音樂家｜驚奇說 #47,2024-07-19T12:00:33Z,27,zh-TW,PT17M1S,hd,FALSE,TRUE,63315,1178,0,0,47,"大家應該都知道現代物理學之父，天才愛因斯坦這號人物吧？但你知道其實他差一點點就成為音樂家嗎？而且他還熱衷於偷穿老婆的涼鞋！？更令人意外的是，據說愛因斯坦一生中的情人超過10位，還超級歧視中國人，完全就是個渣男加雙標仔！而且他還和默劇大師卓别林是秘密摯友喔！ 而且，愛因斯坦死後，他的大腦不僅被瘋狂粉絲佔為己有，這個瘋狂粉絲還把他的大腦隨意地放在罐子裡，帶著「愛因斯坦」橫跨整個美國！ 多得是你不知道的愛因斯坦～今天，就讓我來顛覆大家對愛因斯坦的刻板印象！
 
🧛 【 限時免費 領取$300元兌換券】👉https://tw.amazingtalker.com/kol/talkshow?ep=knowledge47（免費領10美金！想學英文不拿嗎？）
🧛 【追蹤 AmazingTalker IG】👉 https://www.instagram.com/amazingtalker/ 
🧛 【加入 官方Line＠】👉 https://lin.ee/v7W31JQ （會有不定時神秘驚喜、粉絲限定影片） 
🧛 【Dr. Eko ✚ Sandra 托福/雅思免費體驗卷】（優惠只限新用戶註冊）
1. 到這裡註冊 👉 https://tw.amazingtalker.com/kol/examclass?ep=knowledge47
2. 10美金 體驗折價券自動送進你的帳號
就是這麼簡單！優惠名額有限，手到搶體驗課！～
========================
找 Eko 老師學英文 👉 https://tw.amazingtalker.com/teachers-and-tutors/eko-veronia-liu?ep=knowledge47
找 Sandra 老師學英文 👉 https://en.amazingtalker.com/teachers-and-tutors/sandralalala0302?ep=knowledge47
在 AmazingTalker 找到你的專屬教師 👉 https://tw.amazingtalker.com/courses/english?ep=knowledge47
任何合作或商業活動，歡迎聯繫我們 😉 ▶ tw-film-team@amazingtalker.com

00:00 現代物理學之父
00:39 被物理耽誤的音樂家
03:49 幽默調皮的天才
06:59 天才兼時間管理大師
09:50 兩個天才互捧
10:59 愛因斯坦雙標仔
14:08 天才的腦袋

#AmazingTalker #驚奇說 #愛因斯坦 #量子力學 #相對論 #大腦 #卓别林"
9_EqdPxo234,「often / usually」傻傻分不清？！ #short #amazingtalker #線上英文家教 #英語 #學英文 #生活英文 #學英語 #英文,2024-07-18T09:51:24Z,27,zh-TW,PT31S,hd,FALSE,TRUE,19420,498,0,0,19,
GTKB-wMEYeQ,你好厲害 英文怎麼說？#short #amazingtalker #線上英文家教 #英語 #學英文 #生活英文 #學英語 #英文,2024-07-17T10:07:24Z,27,zh-TW,PT37S,hd,FALSE,FALSE,31795,787,0,0,11,
cuHseYyyNPA,水行俠的故鄉：亞特蘭提斯離奇消失原因！真實位置到底在哪？竟有超高科技！,2024-07-16T13:44:47Z,27,zh-TW,PT27S,hd,FALSE,FALSE,6327,183,0,0,4,
wCWDvCLDDoY,驚傳!遺址在撒哈拉沙漠!? 亞特蘭提斯是海神創造的！竟有超高科技！｜驚奇說 #46,2024-07-16T12:01:02Z,27,zh-TW,PT13M31S,hd,FALSE,TRUE,36222,620,0,0,12,"很多人一定看過 DC 的電影《水行俠》，那你知道水行俠是亞特蘭提斯的國王嗎！就是那個傳說在幾千年前，文明就比現代進步幾百倍的亞特蘭提斯！但是，這神祕國度卻在一夕之間離奇消失，遺跡卻散落在世界各地，甚至有傳說指出，亞特蘭提斯的消失和埃及有著神秘連結！亞特蘭提斯到底去哪了？究竟是虛構，還是在歷史上真實存在過？ 今天，就讓我帶大家破解亞特蘭提斯的秘密！
 
🧛 【 限時免費 領取$300元兌換券】👉https://tw.amazingtalker.com/kol/talkshow?ep=knowledge46 （免費領10美金！想學英文不拿嗎？）
🧛 【追蹤 AmazingTalker IG】👉 https://www.instagram.com/amazingtalker/ 
🧛 【加入 官方Line＠】👉 https://lin.ee/v7W31JQ （會有不定時神秘驚喜、粉絲限定影片） 
🧛 【Dr. Eko ✚ Sandra 托福/雅思免費體驗卷】（優惠只限新用戶註冊）
1. 到這裡註冊 👉 https://tw.amazingtalker.com/kol/examclass?ep=knowledge46
2. 10美金 體驗折價券自動送進你的帳號
就是這麼簡單！優惠名額有限，手到搶體驗課！～
========================
找 Eko 老師學英文 👉 https://tw.amazingtalker.com/teachers-and-tutors/eko-veronia-liu?ep=knowledge46
找 Sandra 老師學英文 👉 https://en.amazingtalker.com/teachers-and-tutors/sandralalala0302?ep=knowledge46
在 AmazingTalker 找到你的專屬教師 👉 https://tw.amazingtalker.com/courses/english?ep=knowledge46
任何合作或商業活動，歡迎聯繫我們 😉 ▶ tw-film-team@amazingtalker.com

00:00 水行俠的故鄉
00:32 亞特蘭提斯消失是得罪天神！？ 
03:54 消失的帝國
05:31 亞特蘭提斯的傳說
07:40 亞特蘭提斯消失真正原因
09:01 亞特蘭提斯之謎
11:11 亞特蘭提斯存在的證明

#AmazingTalker #驚奇說 #亞特蘭提斯 #水行俠故鄉＃失落之城"
UKR3qMNJNGc,therefore才不是連接詞？！ #short #amazingtalker #線上英文家教 #英語 #學英文 #生活英文 #學英語 #英文,2024-07-15T10:12:50Z,27,zh-TW,PT29S,hd,FALSE,TRUE,18602,362,0,0,4,
q7ud1t5_dP0,跟外國人講話會嚇到腳軟？🙀 #林美秀 #英文 #口音 #reels #AmazingTalker #線上英文家教 #英語,2024-07-14T12:00:48Z,27,zh-TW,PT19S,hd,FALSE,TRUE,10560,204,0,0,0,
aPuKC3ib0Zs,英腔唱歌比較爽？🤔 #林志炫 #英文 #口音 #reels #AmazingTalker #線上英文家教 #英語,2024-07-13T13:27:53Z,27,zh-TW,PT35S,hd,FALSE,FALSE,65032,1591,0,0,4,
jL7Svw7ZHbc,穿越古羅馬你撐不了一天？！用尿洗衣＋漱口？單身就是一種罪？ ft. @highaday 喜娜｜驚奇說 #45,2024-07-12T12:00:52Z,27,zh-TW,PT20M55S,hd,FALSE,TRUE,57397,982,0,0,39,"你知道古羅馬人雖然很愛洗澡，但他們其實一點都不乾淨嗎？有多不乾淨呢？你，敢用尿漱口和洗衣服嗎？你，可以忍受擦屁股都和別人共用一根清潔棒嗎？古羅馬其實是個很先進的帝國喔！他位於義大利半島，鄰近地中海的地方，擁有優越的地理位置。當時的羅馬（Rome）不僅僅是羅馬帝國的首都而已，還是古代的工程奇蹟！他的城市規劃和基礎設施根本就走在時代的尖端，羅馬的道路非常筆直又沒有障礙物，不會有行人地獄的問題，其他設施像是羅馬競技場（Colosseum）和卡拉卡拉公共浴場（Baths of Caracalla）也都非常壯觀，成為現在著名的觀光景點。 對當時的古羅馬人來說，競技場和浴場是平時感到無聊就會去的休閒場所，他們會在羅馬浴場享受休閒時光，浴場中有溫泉、冷水池以及健身區和社交區。而競技場則是娛樂的重地，這裡時常舉辦角鬥士比賽和其他大型活動，都會有大量的市民前去觀賞。

🧛 【 限時免費 領取$300元兌換券】👉https://tw.amazingtalker.com/kol/talkshow?ep=knowledge45 （免費領10美金！想學英文不拿嗎？）
🧛 【追蹤 AmazingTalker IG】👉 https://www.instagram.com/amazingtalker/ 
🧛 【加入 官方Line＠】👉 https://lin.ee/v7W31JQ （會有不定時神秘驚喜、粉絲限定影片） 
🧛 【Dr. Eko ✚ Sandra 托福/雅思免費體驗卷】（優惠只限新用戶註冊）
1. 到這裡註冊 👉 https://tw.amazingtalker.com/kol/examclass?ep=knowledge45
2. 10美金 體驗折價券自動送進你的帳號
就是這麼簡單！優惠名額有限，手到搶體驗課！～

========================
找 Eko 老師學英文 👉 https://tw.amazingtalker.com/teachers-and-tutors/eko-veronia-liu?ep=knowledge45
找 Sandra 老師學英文 👉 https://en.amazingtalker.com/teachers-and-tutors/sandralalala0302?ep=knowledge45
在 AmazingTalker 找到你的專屬教師 👉 https://tw.amazingtalker.com/courses/english?ep=knowledge45
任何合作或商業活動，歡迎聯繫我們 😉 ▶ tw-film-team@amazingtalker.com

00:56 古羅馬人用OO解決生活大小事
06:40 古羅馬的衛生觀念
09:06 古羅馬式炫富
11:12 古羅馬保養術
14:21 古羅馬治病
16:09 古羅馬法律

#AmazingTalker #驚奇說 #古羅馬 #競技場 #羅馬浴場 #尿液漱口 #海棉棒 #喜娜"
fHIR-9GWJg4,🔍 YouTube搜尋 #驚奇說 ！正片馬上看！#古羅馬 #歐洲 #生活  #short #amazingtalker #線上英文家教 #英語 #學英文 #生活英文 #學英語 #英文,2024-07-12T12:00:46Z,27,zh-TW,PT23S,hd,FALSE,TRUE,12797,147,0,0,6,
my7XclAK4rg,街訪！「這超好吃」英文怎麼說？#shorts,2024-07-10T10:01:00Z,27,zh-TW,PT38S,hd,FALSE,TRUE,27867,780,0,0,13,#amazingtalker #線上英文家教 #英語 #學英文 #生活英文 #街訪 #Sandra #Eko
YnTd6ZYLTbE,🔍 YouTube搜尋 #驚奇說 ！正片馬上看！#牛頓 #世紀病毒 #黑死病  #short #amazingtalker #線上英文家教 #英語 #學英文 #生活英文 #學英語 #英文,2024-07-09T12:00:40Z,27,zh-TW,PT28S,hd,FALSE,TRUE,4036,74,0,0,3,
ZCCDl6REUf8,你知道瘟疫的歷史嗎？天花、黑死病、西班牙大流感⋯⋯鞭打病人治病！？萬有引力的發現跟黑死病有關！｜驚奇說 #44,2024-07-09T12:00:37Z,27,zh-TW,PT17M4S,hd,FALSE,TRUE,42660,614,0,0,30,"你有確診過嗎？你是不是也受夠那段整天戴口罩、隔離在家不能出門的日子呢？ 不只是新冠肺炎，歷史上有過好幾次讓人類苦不堪言的「疫情」，從14世紀那場奪走2億人生命的黑死病，再到20時世紀的西班牙大流感，和這幾年的新冠病毒，這一次次的瘟疫爆發，不僅讓無數個生命消失，也讓無數個家庭破滅，那麼，人類是怎麼從這些世紀大瘟疫挺過來的呢？這些可怕的傳染病又是如何終結的呢？ 今天，就要帶大家一起來認識歷那些改變人類歷史的「瘟疫」！
 
🧛 【 限時免費 領取$300元兌換券】👉https://tw.amazingtalker.com/kol/talkshow?ep=knowledge44 （免費領10美金！想學英文不拿嗎？）
🧛 【追蹤 AmazingTalker IG】👉 https://www.instagram.com/amazingtalker/ 
🧛 【加入 官方Line＠】👉 https://lin.ee/v7W31JQ （會有不定時神秘驚喜、粉絲限定影片） 
🧛 【Dr. Eko ✚ Sandra 托福/雅思免費體驗卷】（優惠只限新用戶註冊）
1. 到這裡註冊 👉 https://tw.amazingtalker.com/kol/examclass?ep=knowledge44
2. 10美金 體驗折價券自動送進你的帳號
就是這麼簡單！優惠名額有限，手到搶體驗課！～
========================
找 Eko 老師學英文 👉 https://tw.amazingtalker.com/teachers-and-tutors/eko-veronia-liu?ep=knowledge44
找 Sandra 老師學英文 👉 https://en.amazingtalker.com/teachers-and-tutors/sandralalala0302?ep=knowledge44
在 AmazingTalker 找到你的專屬教師 👉 https://tw.amazingtalker.com/courses/english?ep=knowledge44
任何合作或商業活動，歡迎聯繫我們 😉 ▶ tw-film-team@amazingtalker.com

00:00 歷史上的瘟疫
00:33 黑死病奪走歐洲1/3人口
01:49 各種治病方式
05:43 黑死病的由來
06:52 天花
10:20 西班牙流感
13:10 新冠肺炎
14:40 從未消失的傳染病

#AmazingTalker #驚奇說 #黑死病 #天花 #西班牙流感 #新冠肺炎"
Q6yqIajL1gY,80%台灣人絕對唸錯「確認」英文？！ #short #amazingtalker #線上英文家教 #英語 #學英文 #生活英文 #學英語 #英文,2024-07-09T10:00:20Z,27,zh-TW,PT31S,hd,FALSE,TRUE,31345,480,0,0,14,
4caNiklQ5ts,罵人最兇的說法？！越來越髒是怎樣？#理想混蛋 #口音 #reels #AmazingTalker #線上英文家教 #英語,2024-07-08T11:59:25Z,27,zh-TW,PT33S,hd,FALSE,TRUE,37972,948,0,0,7,
DUTeWejQtm0,「優點」英文才不是 benefit？!  #short #amazingtalker #線上英文家教 #英語 #學英文 #生活英文 #學英語 #英文,2024-07-08T10:00:18Z,27,zh-TW,PT23S,hd,FALSE,TRUE,10061,189,0,0,1,
Kt2BuDE9Ix4,法國人都覺得美國人超吵？！ #莎白 #英文 #口音 #reels #AmazingTalker #線上英文家教 #英語,2024-07-06T11:41:10Z,27,zh-TW,PT35S,hd,FALSE,TRUE,72430,2071,0,0,16,
hXWxH1VMqLI,達文西是吵架王？超恨米開朗基羅！蒙娜麗莎裡竟藏有恐怖傳說？｜驚奇說 #43,2024-07-05T12:00:48Z,27,zh-TW,PT18M36S,hd,FALSE,TRUE,85707,1480,0,0,31,"你知道達文西(Da Vinci）超恨米開朗基羅（Michelangelo），一天到晚和他吵架嗎？而他流傳百年的畫作《蒙娜麗莎（Mona Lisa）》又藏了多少秘密，其實真跡早就不在羅浮宮了？！還有人發現蒙娜麗莎其實是個男的？而且，達文西還有個特殊癖好，那就是偏愛可愛的「小男孩」！ 沒錯，今天就讓我來介紹一下在文藝復興時期呼風喚雨、喊水會結凍的天才達文西！
 
🧛 【 限時免費 領取$300元兌換券】👉https://tw.amazingtalker.com/kol/talkshow?ep=knowledge43 （免費領10美金！想學英文不拿嗎？）
🧛 【追蹤 AmazingTalker IG】👉 https://www.instagram.com/amazingtalker/ 
🧛 【加入 官方Line＠】👉 https://lin.ee/v7W31JQ （會有不定時神秘驚喜、粉絲限定影片） 
🧛 【Dr. Eko ✚ Sandra 托福/雅思免費體驗卷】（優惠只限新用戶註冊）
1. 到這裡註冊 👉 https://tw.amazingtalker.com/kol/examclass?ep=knowledge43
2. 10美金 體驗折價券自動送進你的帳號
就是這麼簡單！優惠名額有限，手到搶體驗課！～
========================
找 Eko 老師學英文 👉 https://tw.amazingtalker.com/teachers-and-tutors/eko-veronia-liu?ep=knowledge43
找 Sandra 老師學英文 👉 https://en.amazingtalker.com/teachers-and-tutors/sandralalala0302?ep=knowledge43
在 AmazingTalker 找到你的專屬教師 👉 https://tw.amazingtalker.com/courses/english?ep=knowledge43
任何合作或商業活動，歡迎聯繫我們 😉 ▶ tw-film-team@amazingtalker.com

00:00 天才達文西
00:28 達文西喜歡小男孩？ 
03:54 藝術家之間水火不容
06:49 斜槓大師達文西
10:09 蒙娜麗莎其實是男的？
11:54 蒙娜麗莎效應
14:27 羅浮宮的蒙娜麗莎是假貨！？
 

#AmazingTalker #驚奇說 #達文西 #蒙娜麗莎＃文藝復興＃米開朗基羅"
dSxcIgIUcKs,🔍 YouTube搜尋 #驚奇說 ！正片馬上看！#蒙娜麗莎 #達文西 #文藝復興  #short #amazingtalker #線上英文家教 #英語 #學英文 #生活英文 #學英語 #英文,2024-07-05T12:00:44Z,27,zh-TW,PT36S,hd,FALSE,TRUE,11685,255,0,0,5,
2TbzVRVSU5k,「我很好」外國人不說 I'm fine？！ #short #amazingtalker #線上英文家教 #英語 #學英文 #生活英文 #學英語 #英文,2024-07-04T10:00:04Z,27,zh-TW,PT23S,hd,FALSE,TRUE,7656,138,0,0,7,
dc2VzR3t_uc,街訪！「我要結帳」英文怎麼說？#shorts,2024-07-03T10:00:38Z,27,zh-TW,PT39S,hd,FALSE,TRUE,37240,1040,0,0,13,#amazingtalker #線上英文家教 #英語 #學英文 #生活英文 #街訪 #Sandra #Eko
s3D-bEhuE5M,🔍 YouTube搜尋 #驚奇說 ！正片馬上看！#第一次世界大戰 #秘辛 #發明  #AmazingTalker #線上英文家教 #英語 #學英文 #生活英文 #學英語 #英文,2024-07-02T12:17:33Z,27,zh-TW,PT30S,hd,FALSE,TRUE,6024,161,0,0,4,
AQdNuZ7t2Y4,第一次世界大戰休戰因為一首歌？衛生棉來自防毒面具？｜驚奇說 #42,2024-07-02T12:12:00Z,27,zh-TW,PT18M46S,hd,FALSE,TRUE,23022,541,0,0,21,"你知道嗎？第一次世界大戰除了各國間的情感糾葛，竟然還有很多「秘辛」是歷史課本上沒有的！？除了有美女爽面間諜外，身為死對頭的英國、德國士兵，竟然私下偷偷交朋友，甚至還愉快的一起踢足球？除此之外，空拍機居然在一戰就發明了！？ 今天，我就要來為各位揭曉，那些歷史老師不會告訴你的，關於一戰的秘密！
 
🧛 【 限時免費 領取$300元兌換券】👉https://tw.amazingtalker.com/kol/talkshow?ep=knowledge42 （免費領10美金！想學英文不拿嗎？）
🧛 【追蹤 AmazingTalker IG】👉 https://www.instagram.com/amazingtalker/ 
🧛 【加入 官方Line＠】👉 https://lin.ee/v7W31JQ （會有不定時神秘驚喜、粉絲限定影片） 
🧛 【Dr. Eko ✚ Sandra 托福/雅思免費體驗卷】（優惠只限新用戶註冊）
1. 到這裡註冊 👉 https://tw.amazingtalker.com/kol/examclass?ep=knowledge42
2. 10美金 體驗折價券自動送進你的帳號
就是這麼簡單！優惠名額有限，手到搶體驗課！～
========================
找 Eko 老師學英文 👉 https://tw.amazingtalker.com/teachers-and-tutors/eko-veronia-liu?ep=knowledge42
找 Sandra 老師學英文 👉 https://en.amazingtalker.com/teachers-and-tutors/sandralalala0302?ep=knowledge42
在 AmazingTalker 找到你的專屬教師 👉 https://tw.amazingtalker.com/courses/english?ep=knowledge42
任何合作或商業活動，歡迎聯繫我們 😉 ▶ tw-film-team@amazingtalker.com

00:25 美國崛起，德國輸到脫褲
03:36 打仗打到一半踢足球！？
07:31 空拍機的祖先
09:27 衛生棉來自防毒面具？
12:02 誕生「整形外科之父」
14:29 美人計的原型角色

#AmazingTalker #驚奇說 #第一次世界大戰 #足球"
2R0lxMy_iG0,台灣人口說差 是因為不會「small talk」?! #short #amazingtalker #線上學英語 #英文,2024-07-02T10:00:02Z,27,zh-TW,PT31S,hd,FALSE,TRUE,75643,1556,0,0,38,
SJ_4nJahu0c,英文 被動式 不能講「被」？！ #short #amazingtalker #線上英文家教 #英語 #學英文 #生活英文 #學英語 #英文,2024-07-01T10:00:24Z,27,zh-TW,PT26S,hd,FALSE,TRUE,8365,130,0,0,8,
FOMgKRos-do,日本法國都很排外？！ #艾莉絲 #英文 #口音 #reels #AmazingTalker #線上英文家教 #英語,2024-06-30T11:27:57Z,27,zh-TW,PT38S,hd,FALSE,TRUE,389536,9683,0,0,94,
aw5NzRUEf-U,飆高音英文竟然很X？🫣💗 #林志炫 #英文 #口音 #reels #AmazingTalker #線上英文家教 #英語,2024-06-29T12:47:28Z,27,zh-TW,PT31S,hd,FALSE,FALSE,21279,346,0,0,2,
PLWJY1XJI38,🔍 YouTube搜尋 #驚奇說 ！正片馬上看！#預言 #梵蒂岡 #羅馬教廷 #short #amazingtalker #線上英文家教 #英語 #學英文 #生活英文 #學英語 #英文,2024-06-28T12:02:29Z,27,zh-TW,PT34S,hd,FALSE,TRUE,6105,105,0,0,1,
cLqC3khonaE,第二次世界大戰成真！教廷下令永遠封鎖？七萬人見證的神蹟！世界最神 法蒂瑪第三預言｜驚奇說 #41,2024-06-28T12:00:44Z,27,zh-TW,PT15M2S,hd,FALSE,TRUE,26484,485,0,0,36,"某天，葡萄牙一個小村莊，有三個小孩正在山上玩耍，突然，天空出現一道白色閃光，下一秒，一個女人從那道亮光中走了出來！女人告訴他們：「只要每個月的13號都到這裡來，我就會告訴你們有關世界的秘密！」這些小朋友馬上認出這個女人：「她一定就是傳說中的「聖母瑪莉雅！」 好奇的他們每個月都聽話的準時赴約，而聖母也真的告訴了他們有關世界的秘密，也就是著名的「法蒂瑪三大預言（The Three Secrets of Fátima ）」，而且，第三個預言甚至被羅馬教廷封印，到底是什麼樣的預言，讓教宗不敢透露呢？
 
🧛 【 限時免費 領取$300元兌換券】👉https://tw.amazingtalker.com/kol/talkshow?ep=knowledge41 （免費領10美金！想學英文不拿嗎？）
🧛 【追蹤 AmazingTalker IG】👉 https://www.instagram.com/amazingtalker/ 
🧛 【加入 官方Line＠】👉 https://lin.ee/v7W31JQ （會有不定時神秘驚喜、粉絲限定影片） 
🧛 【Dr. Eko ✚ Sandra 托福/雅思免費體驗卷】（優惠只限新用戶註冊）
1. 到這裡註冊 👉 https://tw.amazingtalker.com/kol/examclass?ep=knowledge28
2. 10美金 體驗折價券自動送進你的帳號
就是這麼簡單！優惠名額有限，手到搶體驗課！～
========================
找 Eko 老師學英文 👉 https://tw.amazingtalker.com/teachers-and-tutors/eko-veronia-liu?ep=knowledge41
找 Sandra 老師學英文 👉 https://en.amazingtalker.com/teachers-and-tutors/sandralalala0302?ep=knowledge41
在 AmazingTalker 找到你的專屬教師 👉 https://tw.amazingtalker.com/courses/english?ep=knowledge41
任何合作或商業活動，歡迎聯繫我們 😉 ▶ tw-film-team@amazingtalker.com

00:00 法蒂瑪三大預言
00:42 聖母現身 
06:54 第一個預言
07:46 第二個預言
10:01 第三個預言
13:22 三大預言的影響

#AmazingTalker #驚奇說 #預言 #梵蒂岡 #羅馬教廷"
